text	task_1	task_2	text_id
Hollywood will dem Ostdeutschen, der die DDR-Propaganda-Diktatur erlebt hat, erzählen wie er zu wählen hat.    👉 LOL  https://t.co/QwkRxWTVL1	NOT	NONE	hasoc_de_1528
Das mögen wir Ossis nach 43 Jahren SED, dass uns irgendwelche Z-Promis wie im Betreuten Denken der DDR sagen, wen oder was wir zu wählen haben.  Ich weiß im Moment echt nicht, was ich widerlicher finde, euren Bericht oder eure Systemhuren? https://t.co/IqDz8nDx7L	HOF	OFFN	hasoc_de_1529
@Ungebeten1 Liebe 'Ossis'. Euch einfach mal ein DANKE! Ihr zeigt uns 'Wessis', dass  Zusammenhalt was bewirken kann. Wir werden folgen - versprochen. Dauert nur n bissl länger 🤣😎👍	NOT	NONE	hasoc_de_1530
@Ungebeten1 @Shiwa_Waltraud Grund genug das Gegenteil zu tun, von dem was die wahlbeeinflussenden C-Promi Hetzer fordern...	NOT	NONE	hasoc_de_1531
@Ungebeten1 @93cecc58ff2e400 „.. . Ein Gruß ohne Hass, Ausgrenzung und Stigmatisierung ...“, solche Armleuchter und Heuchler 🤮! Wer hat mit Hass, Hetze, Halbwahrheiten und verdrehen von Meinungen angefangen? Jede Kritik wurde in die rassistische Ecke gestellt bzw. derjenige als NAZI beschimpft 🤢	HOF	OFFN	hasoc_de_1532
Da muss ich mich anschließen, einfach unfassbar was ist dieses System Profiteure anmaßen ... nur um weiterhin im Rennen zu bleiben Fördergelder abzuzocken und Aufträge zu erhalten. Ideologisch gesteuerte Kampagne. https://t.co/pQeZonzZ0K	NOT	NONE	hasoc_de_1533
Das sind alles Heuchler, Schleimer und.....den Rest schreibe ich lieber nicht! Jetzt erst recht AfD 💙👍💙👍💙 https://t.co/EiReCZaqxU	NOT	NONE	hasoc_de_1534
Na, da hat aber einer einen dicken Hals! https://t.co/7JZFcdluO9	NOT	NONE	hasoc_de_1535
@krippmarie gesperrt.  @KHinnek gesperrt.  @Lebensformation gesperrt.    Wann fängt @Twitter an, Twitter ohne User zu machen? 🤔  Wenn ich auch sonst gegen staatliche Regulierung bin, bei eurem Verein würde ich glatt 'ne Ausnahme machen.	NOT	NONE	hasoc_de_1536
@UbbelohdeBerlin Die Bonanza-Stiftung bestätigt und unterstützt diese Aussage 😁	NOT	NONE	hasoc_de_1537
@Ungebeten1 @heuteplus Danke Schnucki 😘    Tatü tata	NOT	NONE	hasoc_de_1538
Für meinen lieben @__Vanisch__ , der auf Grund zuviel Wahrheit 7 Tage gesperrt wurde. Er erleidet das gleiche Schicksal wie ich , verraten und getötet von Linken Denuzianten.    Hier sein Gruß https://t.co/LNsPGGhVqj	NOT	NONE	hasoc_de_1539
Die Politik der #Grünen ist genau das, was sie den 'Populisten' vorwerfen. Nämlich eine der einfachen Antworten.    Problem --&gt; Verbot  Problem --&gt; Verbot  Problem --&gt; Verbot    #Verbotspartei	NOT	NONE	hasoc_de_1540
@BundesGockel Luden wie du.    Apropos, was macht dein Häuschen in Blankenese?    Wann ist das Sommerfest mit den Nu... äh Damen?    Hoffentlich hast du den Poolbereich schön geschrubbt, das letztes Jahr war ja eine Ferkelei 😁    @merdeux @Ungebeten1   Ihr seid doch auch wieder dabei oder?	NOT	NONE	hasoc_de_1541
@Ungebeten1 @BundesGockel @merdeux @merdeux_ Aber diesmal keine Tiere im Pool Bereich.  Auch keine Pferde.	NOT	NONE	hasoc_de_1542
@merdeux_ @FAZ_NET Der Ceaucescu war auch Kommunist.    Und auch Politiker.    Und auch Millionär.    So wie viele von unseren Politikern.    Satt und gestopft wie eine Weihnachtsgans.    Auf dem Rücken des Volkes.    Wie er geendet hat, wissen wir alle.    Also abwarten und hoffen...	NOT	NONE	hasoc_de_1543
Die Menschen in #Görlitz und überhaupt in der ehemailgen DDR stehen total darauf, wenn ihnen bekiffte Schauspieler und altlinke Schickeria-Sozis aus dem Westen, erklären, was sie gefälligst wählen sollen.	NOT	NONE	hasoc_de_1544
#Salvini wirkt.  Prozess gegen migrantenfreundlichen Bürgermeister in Italien begonnen https://t.co/T6rt82AuyI	NOT	NONE	hasoc_de_1545
@symptompanik @buntewelt1966 https://t.co/tJxabpk4g6	NOT	NONE	hasoc_de_1546
Mir wird nur noch übel.. https://t.co/fbM2HdccbI	NOT	NONE	hasoc_de_1547
@Eddie_1412 @PolizeiSachsen Hier das Video zum Vorfall... Besonders schön der Sprechchor am Ende...! https://t.co/lKtGF0DFgc	NOT	NONE	hasoc_de_1548
Guter Hund! 🍖 https://t.co/FiiSYtEF4Q	NOT	NONE	hasoc_de_1549
Beim verbieten macht den #GrüneKhmer keiner was vor.  Und es gibt einen Unterschied zwischen nicht erlauben wollen und verbieten. Aber die hellsten Mitarbeiter sind ja bei den @Die_Gruenen eh nicht beheimatet. 😘 https://t.co/JAaNc3z5CR	NOT	NONE	hasoc_de_1550
Wir Männer..... Was wir uns so alles rausnehmen!    Wenn es euch stört, liebe Damen, dass Männer bei den von ihnen mitgezeugten Föten mitreden wollen, dann lasst die Männer nicht rein! So einfach ist das Leben! https://t.co/kGIC6sfsji	NOT	NONE	hasoc_de_1551
@heuteplus 'immer noch'?    Nein Leute, auch weiterhin!    Manche andere können machen was sie wollen, aber deswegen lasse ich mich nicht zwingen, es gut zu finden.    Ich finde es nicht gut und das bleibt auch so!	NOT	NONE	hasoc_de_1552
Homosexuelle gegen #Islamophobia  Wo kommt nur die ganze Blödheit in #Europa her ?     Warum steigen solche Figuren nicht gleich in den Tigerkäfig und beweisen das der Tiger nur spielen will.     #Islamisierung #ReligionofPeace https://t.co/ykxL819g3I	HOF	OFFN	hasoc_de_1553
@Heide_Anna Immer die Gesellschaft schön spalten und partikularisieren - damit die Menschen durch die Globalisten richtig fertig gemacht werden können. #ReaktionäreStrohdummeLinke	HOF	OFFN	hasoc_de_1554
Ich finde es nach wie vor wider die Natur und nehme mir die Freiheit heraus, dies zu sagen.  Man kann mich dafür hassen, aber das ist meine Meinung. https://t.co/CUC4F3pyg5	NOT	NONE	hasoc_de_1555
AfD zur Klimadebatte: Das Vorbild der Grünen 'ist China zur Zeit der Kulturrevolution mit Millionen von Toten' https://t.co/r7sMoWiOzN via @China_Welt_News  :  ALLE PARTEIEN UNTERWERFEN SICH DEN IRREN GRÜNEN - NUR DIE AFD HÄLT DAGEGEN!	NOT	NONE	hasoc_de_1556
... - was ist ein 'missverständliches Signal in die Welt hinaus'? Hier ein unmissverständliches Signal, Wahlbeeinflussung, obwohl im sog. Wahl-Appell kein Name und Partei genannt werden, wird hier beides sofort nachgesch., MSM eben 👎💙👍🇩🇪  Quelle MoPo Dresden v.  11.06.19 https://t.co/SeYJqGbLJS	NOT	NONE	hasoc_de_1557
Yeaaaahhh...!!! 👍👍👍👍👍Genau meine Ansage ❗️Einfach super 👍 https://t.co/3pdA9d5az4	NOT	NONE	hasoc_de_1558
Wer Trekkingsandalen mit Tennissocken trägt, hat die Kontrolle über sein Leben verloren.	NOT	NONE	hasoc_de_1559
1. Das Spiel heißt vielleicht bei Besatzerkindern so, bei Deutschen nennt man es Name-Stadt-Land  und  2. wird da nicht nach Politikern gefragt.  3. Haben Sie sich wahrscheinlich verhört, es ging bestimmt um Absteiger des Jahres mit 'B', da wäre jedes Kind auf #Barley gekommen. https://t.co/4OlWRuMe4i	NOT	NONE	hasoc_de_1560
Find ich irgendwie witzig, wenn ein schwuler Gesundheitsminister feststellt, dass Schwulsein keine behandel-/heilbare Krankheit ist.  Ja was soll er auch sonst sagen?  'Ich bin schwul, aber ansonsten bin ich soweit okay.'? https://t.co/XMRq1zbRLQ	NOT	NONE	hasoc_de_1561
Die eine zu dumm, um ein Gesetz zu verstehen, der Deutschlandhasser zu dumm, die Regierungsverhältnisse in Thüringen zu kennen, da kannst du gleich den Hund die Leberwurst bewachen lassen, das verspräche mehr Erfolg. https://t.co/Nb0Y8iVDs5	NOT	NONE	hasoc_de_1562
Liebe Görlitzer, immer mehr “Prominente“ halten Euch für total verblödet und glauben, dass Ihr ohne deren Ratschläge nicht mal in der Lage seid, einen Bürgermeister zu wählen. Vor der Wahl einfach nochmal an diese dreiste Bevormundung denken! #Görlitz	NOT	NONE	hasoc_de_1563
@KatrinHLeipzig1 @MatthiasMeisner Ich denke der Schlesier wollte einfach seinen Verlust der Heimat zum Ausdruck bringen.  Es tut manchmal gut den Schmerz über einen Verlust anderen gegenüber zu äußern.    Warum sie das erschreckte, verstehe ich nicht..	NOT	NONE	hasoc_de_1564
@MatthiasMeisner Schon mal darüber nachgedacht, warum der mitteldeutsche Rundfunk '#MDR' heißt, ihr Schlaumeier... Natürlich war der östliche Teil hinter der Oder/Neisse-Grenze früher deutsch. Das ist doch nichts mehr, als eine historisch korrekte Feststellung und nicht der Aufregung wert. 🤔	NOT	NONE	hasoc_de_1565
@Ungebeten1 @Pat22344 Auf den Punkt gebracht ✌👏✌	NOT	NONE	hasoc_de_1566
@Ungebeten1 #DieVereintenIrren oder  #DieVereinigtenVerwirrten	NOT	NONE	hasoc_de_1567
Keine Männer, kein Nachwuchs.  Fensterplatz letzte Reihe in Bio gehabt, oder was?  Und im Übrigen rede ich mit, wo ich will.  Ende der Durchsage. https://t.co/PKWEVyCOF7	NOT	NONE	hasoc_de_1568
Wenn Gretchen Doppelkarre dann doch nicht Kanzlerkandidatin werden sollte, dann wird wohl der Posten des Fraktionschefs bei der #CDU frei.  Frag nach bei Volker #Kauder! https://t.co/SpzIw2CWlN	NOT	NONE	hasoc_de_1569
Was jetzt, Herr @rbrinkhaus?  Da eine Mehrheit selbst innerhalb der #CDU #AKK als Kanzlerkandidatin für ungeeignet hält (was sie ja auch ist), haben Sie sich mit Ihrer Festlegung auf Kramp-Karrenbauer sehr früh sehr weit aus dem Fenster gelehnt! https://t.co/035huztHnm	NOT	NONE	hasoc_de_1570
An alle Türken, die meine Mutter ficken wollten: geht nicht, sie ist vor einigen Jahren verstorben.  Anschaffen war sie auch nicht, den Hurensohn könnt ihr euch also auch sparen.  Bastard?  Vergesst es, bin biodeutsch.  Schwul?  Ist höchstens eure Sprache!  #TurksAreComingForIceland	HOF	PRFN	hasoc_de_1571
So ein Framing Dreck am frühen Morgen. GroKo hat nur noch 36 % , lt. Umfrage, beide Parteien verlieren dramatisch in der Wählergunst und 1003 befragte Personen sind repräsentativ.🤦‍♂️🤪 https://t.co/k550Bsxshm	NOT	NONE	hasoc_de_1572
@Ungebeten1 @StoergroesseM @0Siegfried @Twitter Anani ist irgendwas mit mutter und sikerim irgendwas mit ficken. Aber so gut ist mein türkisch auch wieder nicht. 🤷‍♂️	HOF	PRFN	hasoc_de_1573
@Notabaris @GuidoHeidkamp @smuellermdb @akk Mir reicht schon der Profiltext, da habe ich genug Vorstellung wie Guido aussieht. https://t.co/McO69XDCP7	NOT	NONE	hasoc_de_1574
@TSG1909 @Notabaris @GuidoHeidkamp @smuellermdb @akk Mit Hardrock ist sicher Grönemeyer gemeint und 'sanfte Balladen' sind 'Best of Kuschelsongs' 😁	NOT	NONE	hasoc_de_1575
@Ungebeten1 @chrisjuko 😊es geht doch nichts über gepflegte Konversation,auch wenn nur einseitig gepflegt	NOT	NONE	hasoc_de_1576
@Ungebeten1 @DarkCat90 Das ist mal eine klare, deutliche und ehrliche Ansage!🤗😘	NOT	NONE	hasoc_de_1577
Wie naiv kann ein erwachsener Mensch eigentlich sein?  Wenn ihr @smuellermdb gelesen habt, dann wisst ihr Bescheid!    'Klarname' oder auch die Einladung an den linken Abschaum, dir Haus und Auto abzufackeln. https://t.co/phdqsOwgYm	HOF	HATE	hasoc_de_1578
@Ungebeten1 @StoergroesseM @0Siegfried @Twitter Die stehen irgendwie auf diese Inzestsachen	NOT	NONE	hasoc_de_1579
🇩🇪 💙 👍 👍 👍 👍 Sehr gut, diesen türken muss man die Grenzen zeigen. ‼️ 💞 https://t.co/rv2Y0bHhwe	HOF	HATE	hasoc_de_1580
@Ungebeten1 So lange jemand #Grüne #Bürgerlich nennt, halte ich in #Deutschland alles für möglich!	NOT	NONE	hasoc_de_1581
@Ungebeten1 CDU-Senilioren ...	NOT	NONE	hasoc_de_1582
😂😂😂 https://t.co/LLW0jiK3bD	NOT	NONE	hasoc_de_1583
@TBreitschneider @pepper46477330 @Ungebeten1 @KHinnek Ich war kein Einwohner, nur Besucher in den 70-80zigern. Der Unterschied war ziemlich krass. Mein Vater ist vorn Mauerbau geflüchtet und meine Mutter hatte immer Angst, sie lassen uns nicht mehr raus. Und jetzt sitze ich in NRW &amp; DDR 2.0 wird gerade installiert. Ich könnte heulen	NOT	NONE	hasoc_de_1584
Unser Deutschland lassen wir uns nicht von unserem Regime stehen  #Umvolkung https://t.co/lCwi7gYW7V	NOT	NONE	hasoc_de_1585
#soisset    Aus aktuellem Anlass :    Wollen Sie Neuwahlen?	NOT	NONE	hasoc_de_1586
'Promis unterschreiben Appell an Wähler in Görlitz ... u.a. Daniel Brühl, Désirée Nosbusch, Marius Müller-Westernhagen'    Steckt eure Nasen gefälligst in etwas anderes rein. Meinetwegen in Kokain.  https://t.co/0v01YCiADi	NOT	NONE	hasoc_de_1587
Ein Mann aus Niger...    Nun sind sie halt da... https://t.co/N8yroc6Lu1	NOT	NONE	hasoc_de_1588
@czarymarybum777 cc @Ungebeten1	NOT	NONE	hasoc_de_1589
@Ungebeten1 Einfache und grundsolide Mathematik:    Die sinnlose Ansammlung von Lebensjahren führt nicht zwangsläufig zu Altersweisheit. Gell, Herr @polenz_r	NOT	NONE	hasoc_de_1590
@WELTnews Super,da können die Herrschaften selber lesen,was man über jeden einzelnen in der Regierung hält und denkt.😂😂	NOT	NONE	hasoc_de_1591
#CDU-#Werkstattgespraech-Versprecher von #AKK bringt nicht nur #Deutschland zum Lachen. ;-) https://t.co/G2URwd1uHn	NOT	NONE	hasoc_de_1592
@pepper46477330 @KHinnek Iiiiiiccchhh kenne die noch!!!! 😊 🍬 Süßigkeiten aus einer (für mich noch 'heilen') Zeit/Welt. Vor allem die 80er Jahre. Habe mal was darüber geschrieben in meinem Blog https://t.co/4UgTJze8UG	NOT	NONE	hasoc_de_1593
Flüchtlinge begrabschen Kinder in Essener Freibad https://t.co/8haUSkcwj6	NOT	NONE	hasoc_de_1594
Heute mal für euch eine Tour durch den Harz https://t.co/WH5jCdBobu	NOT	NONE	hasoc_de_1595
@Ungebeten1 wir müssen froh sein das er den dritten Weltkrieg nicht ausgelöst hat	NOT	NONE	hasoc_de_1596
@cCcKAMRANcCc @Hurensohn__Bot @femaleaga Nicht so homophob sein. 🤣    Integrier dich doch besser. Schlimm mit euch 58 Jahre im Land und integriert wie ein Eisbär im Regenwald.	NOT	NONE	hasoc_de_1597
Kamran ist nicht wie andere Türken.  Kamran ist nämlich noch viel dümmer!  Ja, das geht!  Wahrscheinlich hat ihn die Zeichenbegrenzung davon abgehalten, auch noch die Mutter von @Platinmensch ficken zu wollen.  Ein ganz besonderer Zeitgenosse! https://t.co/9cR12TMKDd	HOF	OFFN	hasoc_de_1598
@Ungebeten1 Hatte ihm was ähnliches geschrieben, zu einem anderen Erguss seinerseits, jetzt hat er mich geblockt. 😂😂😂  Uffbasse Grossmeister Zopfgedöns nicht das du der nächste bist. 😁  https://t.co/47uxwBy7BC	HOF	OFFN	hasoc_de_1599
@Ungebeten1 Polenz ist der Karl Lauterbach der CDU. 😁	NOT	NONE	hasoc_de_1600
@Technik_u_Welt Wenn sexuell unterversorgte alte Schachtel mit Aufmerksamkeitsdefizit Sie jetzt treffend beschreibt, dann lassen Sie es mich wissen.  Oder auch nicht.	HOF	OFFN	hasoc_de_1601
@Technik_u_Welt https://t.co/www7pGrAhy	NOT	NONE	hasoc_de_1602
@Technik_u_Welt Da war er wieder, der Pflegenotstand.    🤣🤣🤣	NOT	NONE	hasoc_de_1603
@Technik_u_Welt Offensichtlich nennen Sie nicht nur Nazis, sondern alle Menschen, die nicht Ihrer Meinung sind, #Nazi	NOT	NONE	hasoc_de_1604
Die praktische Lösung für 'zivilen Ungehorsam' in Frankfurt. #EndeGelaende #FridaysForFuture #HambiBleibt #hambacherforst https://t.co/rXa99ymZKH	NOT	NONE	hasoc_de_1605
Es kommt in eine Stadt ganz in euer Nähe! https://t.co/W6ovXwjkW4	NOT	NONE	hasoc_de_1606
Ich hab doch gesagt, er soll OHNE Kippa dahin fliegen! https://t.co/hBzPGFUrpf	NOT	NONE	hasoc_de_1607
Ein Nobelpreis ist auch nicht das, was er mal war. https://t.co/zvlF3123TD	NOT	NONE	hasoc_de_1608
Von einem Heer von manipulierten Idioten beliebt zu sein sehe ich als überschaubares Kompliment an.... https://t.co/bIHcJnUtbS	NOT	NONE	hasoc_de_1609
Wenn im Stammbaum, welcher kreisförmig ist, auch noch ne Ziege vorkommt.    👇🏻 https://t.co/DZapsesEg5	NOT	NONE	hasoc_de_1610
@Ungebeten1 @Platinmensch Fußball interessiert mich nicht,   bin aber trotzdem für die sympathischen Wikinger  #Iceland #Island https://t.co/rrBhktYBJa	NOT	NONE	hasoc_de_1611
@Ungebeten1 The best Religion is no Religion! Hat nur Ärger in der gesamten Menschheitsgeschichte eingebracht!	NOT	NONE	hasoc_de_1612
@dtpmaker @Ungebeten1 Das Stammklientel der Ökoextremisten kann man sicher nicht umstimmen, aber viele, die den Hype jetzt aus Unwissenheit mitmachen.	NOT	NONE	hasoc_de_1613
@Ungebeten1 Die Scheinheiligkeit mancher Christen, die ihr Ego über die christlichen Werte stellen, sagt alles. Habe einen von der @CDU gegenüber, Straße eng, Hauptsache unsere Ausfahrt zuparken damit kein anderer mehr fahren kann und sich noch aufregen. Nur ein Beispiel. Romane möglich.	NOT	NONE	hasoc_de_1614
Es wird immer homophober in Deutschland. Welche Bevölkerungsgruppen sind denn ihm dafür verantwortlich? 🤔    (Das Kerlchen da oben reagiert empfindlich auf Türkei-Kritik) https://t.co/AkzeEh49z5	NOT	NONE	hasoc_de_1615
Hallo Karl, nichts läge mir ferner, als Mitleid o. Schadenfreude für eure Trümmertruppe zu zeigen.  Falls du glaubst, dass jemand noch die Sozen braucht, dann hältst du wahrscheinlich auch Fußpilz für etwas Essbares aus dem Wald.  Grüß mir Andrea und ein herzliches #bätschi! https://t.co/I1l6Vfi2gc	HOF	OFFN	hasoc_de_1616
@Ungebeten1 @TheoWiesengrund Wieder so ein erbärmlicher Wicht der jeden der nicht seiner Meinung ist als Nazi beschimpft, selbst aber nicht bemerkt das er der Nazi ist.	HOF	OFFN	hasoc_de_1617
@Ungebeten1 @Ofenschlampe Volker Pispers: 'Mein Herr, sind Sie wirklich der Meinung daß jemand, der zu dumm ist für den Hauptschulabschluß das gleiche Stimmrecht haben sollte, wie Sie??'	HOF	OFFN	hasoc_de_1618
@Ungebeten1 @MoebusAnne ....dieses verlogene, grünversiffte Pack von Lügner, Hetzern und Volksverdummern gehört der Prozeß gemacht. Natur vernichten ist ihr Handeln und Tun!	HOF	HATE	hasoc_de_1619
@Contbau @BKsoll @Ungebeten1 Es geht gar nicht darum, was sie kosten. Es geht darum, dass es für sie AUSGEGEBEN wird! Denn wenn es für sie ausgegeben wird, dann nimmt es woanders auch wieder jemand ein! Z.B. der Vermieter oder der Sozialdienst oder die Kirche oder die Ärzte!!!	NOT	NONE	hasoc_de_1620
@BKsoll @Ungebeten1 Ach was! #FakeNews   https://t.co/A993zUYxQP	NOT	NONE	hasoc_de_1621
@Kachelmann '... die Unseriösität der Leugner eines anthropogenen Klimwandels ...'?  Sie müssen auch nach der Seite ausschlagen, um Ihr Lager nicht zu vergrätzen?  Ich kenne kein nachvollziehbares Argument für den anthropogenen Klimawandel. Vielleicht können Sie bitte1, 2 Argumente dazu geben.	NOT	NONE	hasoc_de_1622
@Ungebeten1 @FritzvonSteiner Verfluchte Heuchler.	NOT	NONE	hasoc_de_1623
@Ungebeten1 @BKsoll 'Bildung'.  Ein Doktor der Soziologie oder ein Diplom Sozialpädagoge kann einem Müllman oder einer Kassiererin intellektuell wohl kaum das Wasser reichen.  Nachplappern staatlicher Propaganda ist eben keine intellektuelle Leistung.  Da hilft auch kein Doktor der Altphilologie.	HOF	OFFN	hasoc_de_1624
@Ungebeten1 Und heute ist ein EU-Preis nach dem Irren benannt ...    https://t.co/0KemoyzTBV	HOF	OFFN	hasoc_de_1625
@BKsoll @Ungebeten1 Um so schlimmer, wenn man trotz der höheren Bildungsabschlüsse zu blöd ist sein Wissen in der Praxis anzuwenden und auszurechen was uns die Asylbetrüger kosten, und dass diese selbst die Kosten nie erwirtschaften werden.    https://t.co/gGlJlyZ9RQ	HOF	OFFN	hasoc_de_1626
Diejenigen, welche einen solchen Scheiss rauslassen könnte man noch verkraften. Aber dass man damit Millionen blinde Waehler findet ist das Schlimme und sollte zu denken geben. https://t.co/Jgo90aHbgN	NOT	NONE	hasoc_de_1627
@merdeux_ @_FriedrichMerz Herr Merz, was wollen Sie tun, um das zukünftig verhindern?    Kocht Ihnen nicht auch das Blut, wenn Sie das lesen?    So was nennt man Mitgefühl.    @CDU     . https://t.co/Bo9WTiacUP	NOT	NONE	hasoc_de_1628
Jetzt haben auch die letzten Linken erlangt, dass sich #Klimaschutz prima zur Durchsetzung der linken Agenda nutzen lässt. Wenn sie das miteinander verbinden, sind sie die eigentlichen #Klimasünder! Absturz #Klimareligion   https://t.co/7T26bPgP8S	NOT	NONE	hasoc_de_1629
Übrigens, die Menschen, die heute hoheitsvoll darüber schwadronieren, wie wichtig 'Willkommenskultur' wäre und besonders zu Pfingsten ihre christliche Attitüde heraushängen lassen, sollten sich einmal vor Augen führen, wie wir Germanen vor über 1000 Jahren christianisiert wurden.	NOT	NONE	hasoc_de_1630
Lenni, der vor fünf Jahren 'beigetreten' ist und wahrscheinlich in weiteren fünf Jahren volljährig sein wird, ist ein weiteres Beispiel dafür, was passiert, wenn man Kinder freitags demonstrieren lässt, anstatt ihnen Bildung einzubläuen. https://t.co/739ibVwqSv	NOT	NONE	hasoc_de_1631
Hinweis an Meldemuschis und Zensurschnepfen! Ich stelle mit diesem Tweet bloß ein Frage! Lasst mich also bitte weiter tweeten!  Auf welche Weise dienen die Russland-Sanktionen und die Milliarden Entwicklungshilfe an China dem Wohle des deutschen Volkes und wenden Schaden von ihm?	HOF	OFFN	hasoc_de_1632
Unter dem Hashtag #TurksAreComingForIceland kann man sehen, warum viele Menschen Türken nicht leiden können. Eine Volksgruppe, die sich überall auf der Welt wie eine offene Hose aufführt.	HOF	HATE	hasoc_de_1633
Die wichtigste Frage dürfte sein: Hat sich der Sultan aus Ankara auch angesagt und vor allem, spielen die Türkenmuschis überhaupt in kurzen Hosen?  Nicht, dass sie mit Schnupfen wieder abreisen! ☝🏻  Ach so, dass ich für die Wikinger bin, ist klar?! #TurksAreComingForIceland	HOF	HATE	hasoc_de_1634
@Ungebeten1 Wie 'Biedermann und die Brandstifter' man jubelt denen zu die einen abschaffen wollen	NOT	NONE	hasoc_de_1635
Bremen wird das bekommen, was es verdient. https://t.co/0PDUa3snYE	NOT	NONE	hasoc_de_1636
@Linksfraktion @voglerk Die afd ist nicht Schuld am zunehmenden Judenhass, denn sie hat die grössten Judenhasser nicht ins Land importiert.	NOT	NONE	hasoc_de_1637
Die Tante schreibt in ihrer Vita: 'Hasspropaganda wird geblockt.'  Und dann so ein Tweet...  Und im Übrigen bin ich nicht nur für ein Verbot der Hisbollah, die gesamte Moslem-Sekte sollte als verfassungsfeindlich verboten werden. https://t.co/qnBRdo43S8	HOF	HATE	hasoc_de_1638
Guten Morgen,  für viele ist heute am Pfingstmontag arbeitsfrei, daher möchte ich all diejenigen besonders grüßen, die (wie ich) heute arbeiten (müssen), um das Narrenschiff am Laufen zu halten.  Und denkt dran, in fünfeinhalb Monaten öffnen die erste Weihnachtsmärkte...  Hohoho.	NOT	NONE	hasoc_de_1639
@Ungebeten1 Das einzige Glück der Linksfraktion ist, dass Lügen nicht verfassungsfeindlich sind.	NOT	NONE	hasoc_de_1640
@Linksfraktion @voglerk Seid ihr so blöd oder tut ihr nur so?  Sie wissen genau wer die Judenhasser in Deutschland sind! Die Merkel Gäste! Aber so müsstet ihr ja zugeben das eure Flüchtlingspolitik für den Arsch ist!	HOF	PRFN	hasoc_de_1641
Sicher nicht, du Clown. https://t.co/gUrfwaaIAS	NOT	NONE	hasoc_de_1642
@Ungebeten1 @alterdonauwels Es scheint, als ob ein kranker Zeitgeist den Heiligen Geist abgelöst hat.	NOT	NONE	hasoc_de_1643
Muss ein Einzelfall sein, Timmermanns Sozen haben doch die Europawahl gewonnen 😀 https://t.co/AEdu2xEU7C	NOT	NONE	hasoc_de_1644
Was glaubt ihr ?   Könnte die #SPD mit Buschkowsky und Sarrazin als Doppelspitze zu neuen Höhen aufsteigen ?	NOT	NONE	hasoc_de_1645
Früher feierte man zu #Pfingsten, dass der Heilige Geist über die Menschheit kam, heute feiert man eine 16jährige Autistin, die glaubt, sie könne CO2 sehen, mit einem Ehrendoktortitel.  Demnächst wird uns Greta mit dem Heiligen Klimageist beglücken.  Wir sind verloren...	HOF	OFFN	hasoc_de_1646
Daumen drücken?  Wie soll das gehen?  #Merkel kann doch bloß Raute... https://t.co/08FMTDlCk5	NOT	NONE	hasoc_de_1647
Auch #Kamerun darf mal verlieren. ☝🏻 https://t.co/zS5Av1brzF	NOT	NONE	hasoc_de_1648
#LESENSWERT und zwar der gesamte Strang. 👍🙌👏🙏 https://t.co/Vf2zxk4Of8	NOT	NONE	hasoc_de_1649
Beschreibe 'beliebt'!    Wenn mir pausenlos von Menschen auf die Schultern gehauen wird, die zu dumm sind, sich selbst die Schuhe zuzubinden, mich eine gigantische ideologisierte Klimaprofiteur-Industrie pausenlos pusht und unfähige Politiker mit Denkverboten mich hofieren... https://t.co/6gWO50VGu4	HOF	OFFN	hasoc_de_1650
Du bist  - queer / non-binary  - links-grün  - intolerant (alle rechts der SPD sind Nazis)  - pro-Islam, anti-Deutsch   - empört und getriggert  - hast Depressionen o.ä.    Du übernimmst Meinungen und Standpunkte, hast dadurch Feindbilder.    Du hast keine Probleme, du machst Dir welche.	HOF	OFFN	hasoc_de_1651
@ulfposh @drumheadberlin Der Film läuft jetzt auf jedem Sender und in jedem Kino, rund um die Uhr, bis kein Klima mehr ist!  #FridaysForFuture   #TheGreenRevolution https://t.co/YwJLx5qafy	NOT	NONE	hasoc_de_1652
@georgrestle @Lie_no_more Das ist sehr befürwortungswürdig 👍  Endlich setzt sich eine Partei für die Eigenen ein ✌️  Asylanten bekommen einen Neubauerstbezug und unsere Rentner dürfen derweil die Mülltonnen nach Pfandfkaschen und Essbarem durchsuchen...  Nur die AfD kann das noch stoppen ✌️👍 https://t.co/WFjrjTTtYd	NOT	NONE	hasoc_de_1653
Menschen die Schweinefleisch verzehren, neigen statistisch gesehen weniger häufig dazu, sich und andere in die Luft zu sprengen.  Nur damit Sie Bescheid wissen...	NOT	NONE	hasoc_de_1654
@BILD So ein Schwachsinn hoch 1000‼️.   Kennedy hat sein Land und sein Volk geliebt, während Habeck mit Deutschland nix anfangen kann und behauptet es gäbe kein Volk! Dieser Vergleich ist also absolut unzulässig!	NOT	NONE	hasoc_de_1655
@jana_hensel @ReportagenFM Das ist Masche. Lenin trug auch immer Schuhe mit Löchern in den Sohlen, um zu demonstrieren, dass er Verbindung mit dem Proletariat hat.	NOT	NONE	hasoc_de_1656
Erst die „frischen Augen“ einer Angela Merkel, jetzt die löchrigen Socken eines Robert #Habeck. Die Fetische deutscher Schreiberlinge werden immer verstörender. https://t.co/IKqQm8OkdD	NOT	NONE	hasoc_de_1657
